Player Link,Weight in kg,Height in cm,Birth Date,Experience,Player Name
https://www.basketball-reference.com/players/l/leaftj01.html,100,208,1997-04-30,4 years,T.J. Leaf
https://www.basketball-reference.com/players/l/leeco01.html,97,196,1985-10-03,12 years,Courtney Lee
https://www.basketball-reference.com/players/l/leeda03.html,95,196,1992-10-21,4 years,Damion Lee
https://www.basketball-reference.com/players/l/lemonwa01.html,81,190,1992-07-26,2 years,Walt Lemon Jr.
https://www.basketball-reference.com/players/l/lenal01.html,113,213,1993-06-16,8 years,Alex Len
https://www.basketball-reference.com/players/l/leonaka01.html,102,201,1991-06-29,10 years,Kawhi Leonard
https://www.basketball-reference.com/players/l/leoname01.html,117,213,1992-02-27,9 years,Meyers Leonard
https://www.basketball-reference.com/players/l/leuerjo01.html,103,208,1989-05-14,8 years,Jon Leuer
https://www.basketball-reference.com/players/l/leverca01.html,92,198,1994-08-25,5 years,Caris LeVert
https://www.basketball-reference.com/players/l/liggide01.html,94,198,1988-03-31,5 years,DeAndre Liggins
https://www.basketball-reference.com/players/l/lillada01.html,88,188,1990-07-15,9 years,Damian Lillard
https://www.basketball-reference.com/players/l/linje01.html,90,190,1988-08-23,9 years,Jeremy Lin
https://www.basketball-reference.com/players/l/livinsh01.html,87,201,1985-09-11,14 years,Shaun Livingston
https://www.basketball-reference.com/players/l/looneke01.html,100,206,1996-02-06,6 years,Kevon Looney
https://www.basketball-reference.com/players/l/lopezbr01.html,127,213,1988-04-01,13 years,Brook Lopez
https://www.basketball-reference.com/players/l/lopezro01.html,127,213,1988-04-01,13 years,Robin Lopez
https://www.basketball-reference.com/players/l/loveke01.html,113,203,1988-09-07,13 years,Kevin Love
https://www.basketball-reference.com/players/l/lowryky01.html,88,183,1986-03-25,15 years,Kyle Lowry
https://www.basketball-reference.com/players/l/luwawti01.html,99,201,1995-05-09,5 years,Timothé Luwawu-Cabarrot
https://www.basketball-reference.com/players/l/lydonty01.html,102,208,1996-04-09,2 years,Tyler Lydon
https://www.basketball-reference.com/players/l/lylestr01.html,106,206,1995-11-05,6 years,Trey Lyles
https://www.basketball-reference.com/players/m/macksh01.html,92,190,1990-04-22,8 years,Shelvin Mack
https://www.basketball-reference.com/players/m/magetjo01.html,72,185,1989-11-28,2 years,Josh Magette
https://www.basketball-reference.com/players/m/mahinia01.html,118,211,1986-11-05,12 years,Ian Mahinmi
https://www.basketball-reference.com/players/m/makerth01.html,100,213,1997-02-25,5 years,Thon Maker
https://www.basketball-reference.com/players/m/marjabo01.html,131,221,1988-08-15,6 years,Boban Marjanović
https://www.basketball-reference.com/players/m/markkla01.html,108,213,1997-05-22,4 years,Lauri Markkanen
https://www.basketball-reference.com/players/m/martija01.html,108,208,1994-05-24,4 years,Jarell Martin
https://www.basketball-reference.com/players/m/masonfr01.html,86,180,1994-04-03,4 years,Frank Mason III
https://www.basketball-reference.com/players/m/mathima01.html,104,208,1992-10-08,1 year,Mangok Mathiang
https://www.basketball-reference.com/players/m/matthwe02.html,99,193,1986-10-14,12 years,Wesley Matthews
https://www.basketball-reference.com/players/m/mbahalu01.html,104,203,1986-09-09,12 years,Luc Mbah a Moute
https://www.basketball-reference.com/players/m/mcadoja01.html,104,206,1993-01-04,4 years,James Michael McAdoo
https://www.basketball-reference.com/players/m/mccawpa01.html,82,201,1995-10-25,5 years,Patrick McCaw
https://www.basketball-reference.com/players/m/mccolcj01.html,86,190,1991-09-19,8 years,CJ McCollum
https://www.basketball-reference.com/players/m/mccontj01.html,86,185,1992-03-25,6 years,T.J. McConnell
https://www.basketball-reference.com/players/m/mccreer01.html,99,201,1993-12-20,1 year,Erik McCree
https://www.basketball-reference.com/players/m/mcculch01.html,90,211,1995-02-05,3 years,Chris McCullough
https://www.basketball-reference.com/players/m/mcderdo01.html,102,201,1992-01-03,7 years,Doug McDermott
https://www.basketball-reference.com/players/m/mcgeeja01.html,122,213,1988-01-19,13 years,JaVale McGee
https://www.basketball-reference.com/players/m/mcgruro01.html,92,193,1991-07-29,5 years,Rodney McGruder
https://www.basketball-reference.com/players/m/mckintr01.html,97,196,1990-08-27,1 year,Trey McKinney-Jones
https://www.basketball-reference.com/players/m/mckinal01.html,97,201,1992-09-17,4 years,Alfonzo McKinnie
https://www.basketball-reference.com/players/m/mclembe01.html,88,190,1993-02-11,8 years,Ben McLemore
https://www.basketball-reference.com/players/m/mcrobjo01.html,108,208,1987-02-28,11 years,Josh McRoberts
https://www.basketball-reference.com/players/m/meeksjo01.html,95,193,1987-08-21,10 years,Jodie Meeks
https://www.basketball-reference.com/players/m/mejrisa01.html,106,218,1986-06-15,4 years,Salah Mejri
https://www.basketball-reference.com/players/m/mickejo01.html,106,203,1994-07-09,3 years,Jordan Mickey
https://www.basketball-reference.com/players/m/middlkh01.html,100,201,1991-08-12,9 years,Khris Middleton
https://www.basketball-reference.com/players/m/milescj01.html,99,198,1987-03-18,15 years,C.J. Miles
https://www.basketball-reference.com/players/m/milleda01.html,102,198,1990-03-21,6 years,Darius Miller
https://www.basketball-reference.com/players/m/millema01.html,95,201,1993-03-06,3 years,Malcolm Miller
https://www.basketball-reference.com/players/m/millspa02.html,81,185,1988-08-11,12 years,Patty Mills
https://www.basketball-reference.com/players/m/millspa01.html,116,201,1985-02-10,15 years,Paul Millsap
https://www.basketball-reference.com/players/m/mirotni01.html,113,208,1991-02-11,5 years,Nikola Mirotić
https://www.basketball-reference.com/players/m/mitchdo01.html,97,185,1996-09-07,4 years,Donovan Mitchell
https://www.basketball-reference.com/players/m/mitrona01.html,98,190,1993-08-03,3 years,Naz Mitrou-Long
https://www.basketball-reference.com/players/m/monkma01.html,90,190,1998-02-04,4 years,Malik Monk
https://www.basketball-reference.com/players/m/monrogr01.html,120,211,1990-06-04,9 years,Greg Monroe
https://www.basketball-reference.com/players/m/montelu01.html,83,201,1993-04-06,2 years,Luis Montero
https://www.basketball-reference.com/players/m/moorebe01.html,99,203,1995-05-13,1 year,Ben Moore
https://www.basketball-reference.com/players/m/mooreet01.html,86,190,1989-02-25,10 years,E'Twaun Moore
https://www.basketball-reference.com/players/m/moreler01.html,107,208,1991-12-24,4 years,Eric Moreland
https://www.basketball-reference.com/players/m/morrija01.html,83,196,1995-09-19,2 years,Jaylen Morris
https://www.basketball-reference.com/players/m/morrima03.html,98,203,1989-09-02,10 years,Marcus Morris
https://www.basketball-reference.com/players/m/morrima02.html,111,206,1989-09-02,10 years,Markieff Morris
https://www.basketball-reference.com/players/m/morrimo01.html,83,188,1995-06-27,4 years,Monte Morris
https://www.basketball-reference.com/players/m/motlejo01.html,104,203,1995-05-04,3 years,Johnathan Motley
https://www.basketball-reference.com/players/m/mozgoti01.html,124,216,1986-07-16,8 years,Timofey Mozgov
https://www.basketball-reference.com/players/m/mudiaem01.html,90,190,1996-03-05,5 years,Emmanuel Mudiay
https://www.basketball-reference.com/players/m/muhamsh01.html,101,198,1992-11-13,5 years,Shabazz Muhammad
https://www.basketball-reference.com/players/m/munfoxa02.html,81,188,1992-06-01,2 years,Xavier Munford
https://www.basketball-reference.com/players/m/murrade01.html,81,193,1996-09-19,4 years,Dejounte Murray
https://www.basketball-reference.com/players/m/murraja01.html,97,190,1997-02-23,5 years,Jamal Murray
https://www.basketball-reference.com/players/m/muscami01.html,108,208,1991-07-01,8 years,Mike Muscala
https://www.basketball-reference.com/players/n/naderab01.html,102,196,1993-09-25,4 years,Abdel Nader
https://www.basketball-reference.com/players/n/nancela02.html,111,201,1993-01-01,6 years,Larry Nance Jr.
https://www.basketball-reference.com/players/n/napiesh01.html,79,183,1991-07-14,6 years,Shabazz Napier
https://www.basketball-reference.com/players/n/nelsoja01.html,86,183,1982-02-09,14 years,Jameer Nelson
https://www.basketball-reference.com/players/n/netora01.html,81,185,1992-05-19,6 years,Raul Neto
https://www.basketball-reference.com/players/n/niangge01.html,104,201,1993-06-17,5 years,Georges Niang
https://www.basketball-reference.com/players/n/noahjo01.html,104,211,1985-02-25,13 years,Joakim Noah
https://www.basketball-reference.com/players/n/noelne01.html,99,211,1994-04-10,7 years,Nerlens Noel
https://www.basketball-reference.com/players/n/noguelu01.html,109,213,1992-07-26,4 years,Lucas Nogueira
https://www.basketball-reference.com/players/n/nowitdi01.html,111,213,1978-06-19,21 years,Dirk Nowitzki
https://www.basketball-reference.com/players/n/ntilila01.html,90,193,1998-07-28,4 years,Frank Ntilikina
https://www.basketball-reference.com/players/n/nurkiju01.html,131,211,1994-08-23,7 years,Jusuf Nurkić
https://www.basketball-reference.com/players/n/nwabada01.html,99,196,1993-01-14,5 years,David Nwaba
https://www.basketball-reference.com/players/o/obryajo01.html,116,206,1993-06-01,4 years,Johnny O'Bryant
https://www.basketball-reference.com/players/o/onealro01.html,102,193,1993-06-05,4 years,Royce O'Neale
https://www.basketball-reference.com/players/o/oquinky01.html,113,206,1990-03-26,8 years,Kyle O'Quinn
https://www.basketball-reference.com/players/o/ojelese01.html,108,198,1994-12-05,4 years,Semi Ojeleye
https://www.basketball-reference.com/players/o/okafoem01.html,114,208,1982-09-28,10 years,Emeka Okafor
https://www.basketball-reference.com/players/o/okafoja01.html,122,208,1995-12-15,6 years,Jahlil Okafor
https://www.basketball-reference.com/players/o/oladivi01.html,96,193,1992-05-04,8 years,Victor Oladipo
https://www.basketball-reference.com/players/o/olynyke01.html,108,211,1991-04-19,8 years,Kelly Olynyk
https://www.basketball-reference.com/players/o/onuakch01.html,111,208,1996-11-01,2 years,Chinanu Onuaku
https://www.basketball-reference.com/players/o/osmande01.html,104,201,1995-04-08,4 years,Cedi Osman
https://www.basketball-reference.com/players/o/oubreke01.html,92,201,1995-12-09,6 years,Kelly Oubre Jr.
https://www.basketball-reference.com/players/p/pachuza01.html,122,211,1984-02-10,16 years,Zaza Pachulia
https://www.basketball-reference.com/players/p/paigema01.html,79,185,1993-09-11,1 year,Marcus Paige
https://www.basketball-reference.com/players/p/papagge01.html,108,216,1997-07-03,2 years,Georgios Papagiannis
https://www.basketball-reference.com/players/p/parkeja01.html,111,203,1995-03-15,7 years,Jabari Parker
https://www.basketball-reference.com/players/p/parketo01.html,83,188,1982-05-17,18 years,Tony Parker
https://www.basketball-reference.com/players/p/parsoch01.html,104,206,1988-10-25,9 years,Chandler Parsons
https://www.basketball-reference.com/players/p/pattepa01.html,106,203,1989-03-14,11 years,Patrick Patterson
https://www.basketball-reference.com/players/p/pattoju01.html,109,211,1997-06-14,4 years,Justin Patton
https://www.basketball-reference.com/players/p/paulbr01.html,90,193,1991-04-30,1 year,Brandon Paul
https://www.basketball-reference.com/players/p/paulch01.html,79,183,1985-05-06,16 years,Chris Paul
https://www.basketball-reference.com/players/p/paynead01.html,107,208,1991-02-19,4 years,Adreian Payne
https://www.basketball-reference.com/players/p/payneca01.html,83,185,1994-08-08,6 years,Cameron Payne
https://www.basketball-reference.com/players/p/paytoel01.html,88,190,1994-02-22,7 years,Elfrid Payton
https://www.basketball-reference.com/players/p/paytoga02.html,86,190,1992-12-01,5 years,Gary Payton II
https://www.basketball-reference.com/players/p/perkike01.html,122,208,1984-11-10,14 years,Kendrick Perkins
https://www.basketball-reference.com/players/p/perralo01.html,90,188,1994-10-03,1 year,London Perrantes
https://www.basketball-reference.com/players/p/peteral01.html,105,206,1995-04-13,1 year,Alec Peters
https://www.basketball-reference.com/players/p/plumlma02.html,113,213,1992-07-14,2 years,Marshall Plumlee
https://www.basketball-reference.com/players/p/plumlma01.html,115,211,1990-03-05,8 years,Mason Plumlee
https://www.basketball-reference.com/players/p/plumlmi01.html,112,211,1988-09-01,7 years,Miles Plumlee
https://www.basketball-reference.com/players/p/poeltja01.html,111,216,1995-10-15,5 years,Jakob Poeltl
https://www.basketball-reference.com/players/p/pondequ01.html,104,201,1988-03-10,7 years,Quincy Pondexter
https://www.basketball-reference.com/players/p/porteot01.html,89,203,1993-06-03,8 years,Otto Porter Jr.
https://www.basketball-reference.com/players/p/portibo01.html,113,208,1995-02-10,6 years,Bobby Portis
https://www.basketball-reference.com/players/p/porzikr01.html,108,221,1995-08-02,5 years,Kristaps Porziņģis
https://www.basketball-reference.com/players/p/poweldw01.html,108,208,1991-07-20,7 years,Dwight Powell
https://www.basketball-reference.com/players/p/powelno01.html,97,190,1993-05-25,6 years,Norman Powell
https://www.basketball-reference.com/players/p/poythal01.html,106,206,1993-09-06,3 years,Alex Poythress
https://www.basketball-reference.com/players/p/princta02.html,98,201,1994-03-22,5 years,Taurean Prince
https://www.basketball-reference.com/players/p/pulleja01.html,90,185,1989-11-10,1 year,Jacob Pullen
https://www.basketball-reference.com/players/p/purviro01.html,92,193,1994-02-14,1 year,Rodney Purvis
https://www.basketball-reference.com/players/q/qizh01.html,95,216,1996-01-16,2 years,Zhou Qi
https://www.basketball-reference.com/players/q/quartti01.html,88,198,1994-10-27,2 years,Tim Quarterman
https://www.basketball-reference.com/players/r/rabbiv01.html,99,208,1997-02-04,2 years,Ivan Rabb
https://www.basketball-reference.com/players/r/randlju01.html,113,203,1994-11-29,7 years,Julius Randle
https://www.basketball-reference.com/players/r/randoza01.html,113,206,1981-07-16,17 years,Zach Randolph
https://www.basketball-reference.com/players/r/rathaxa01.html,94,193,1994-04-29,1 year,Xavier Rathan-Mayes
https://www.basketball-reference.com/players/r/redicjj01.html,90,190,1984-06-24,15 years,J.J. Redick
https://www.basketball-reference.com/players/r/reedda01.html,94,196,1995-06-11,2 years,Davon Reed
https://www.basketball-reference.com/players/r/reedwi02.html,99,208,1990-05-16,3 years,Willie Reed
https://www.basketball-reference.com/players/r/richajo01.html,90,196,1993-09-15,6 years,Josh Richardson
https://www.basketball-reference.com/players/r/richama01.html,92,198,1996-01-05,3 years,Malachi Richardson
https://www.basketball-reference.com/players/r/riverau01.html,90,193,1992-08-01,9 years,Austin Rivers
https://www.basketball-reference.com/players/r/roberan03.html,95,201,1991-12-04,7 years,Andre Roberson
https://www.basketball-reference.com/players/r/robinde01.html,90,203,1995-03-07,2 years,Devin Robinson
https://www.basketball-reference.com/players/r/robingl02.html,100,198,1994-01-08,7 years,Glenn Robinson III
https://www.basketball-reference.com/players/r/rondora01.html,81,185,1986-02-22,15 years,Rajon Rondo
https://www.basketball-reference.com/players/r/rosede01.html,90,188,1988-10-04,12 years,Derrick Rose
https://www.basketball-reference.com/players/r/rosste01.html,93,198,1991-02-05,9 years,Terrence Ross
https://www.basketball-reference.com/players/r/roziete01.html,86,185,1994-03-17,6 years,Terry Rozier
https://www.basketball-reference.com/players/r/rubiori01.html,86,188,1990-10-21,10 years,Ricky Rubio
https://www.basketball-reference.com/players/r/russeda01.html,87,193,1996-02-23,6 years,D'Angelo Russell
https://www.basketball-reference.com/players/s/sabondo01.html,108,211,1996-05-03,5 years,Domantas Sabonis
https://www.basketball-reference.com/players/s/sampsja02.html,97,201,1993-03-20,6 years,JaKarr Sampson
https://www.basketball-reference.com/players/s/saricda01.html,102,208,1994-04-08,5 years,Dario Šarić
https://www.basketball-reference.com/players/s/satorto01.html,95,201,1991-10-30,5 years,Tomáš Satoranský
https://www.basketball-reference.com/players/s/schrode01.html,78,190,1993-09-15,8 years,Dennis Schröder
https://www.basketball-reference.com/players/s/scottmi01.html,107,201,1988-07-16,9 years,Mike Scott
https://www.basketball-reference.com/players/s/sefolth01.html,97,198,1984-05-02,14 years,Thabo Sefolosha
https://www.basketball-reference.com/players/s/seldewa01.html,104,196,1994-09-30,3 years,Wayne Selden
https://www.basketball-reference.com/players/s/sessira01.html,86,190,1986-04-11,11 years,Ramon Sessions
https://www.basketball-reference.com/players/s/shumpim01.html,97,196,1990-06-26,10 years,Iman Shumpert
https://www.basketball-reference.com/players/s/siakapa01.html,104,206,1994-04-02,5 years,Pascal Siakam
https://www.basketball-reference.com/players/s/silasxa01.html,92,196,1988-01-22,2 years,Xavier Silas
https://www.basketball-reference.com/players/s/simmobe01.html,108,211,1996-07-20,4 years,Ben Simmons
https://www.basketball-reference.com/players/s/simmojo02.html,88,198,1989-09-14,4 years,Jonathon Simmons
https://www.basketball-reference.com/players/s/simmoko01.html,75,196,1997-07-04,2 years,Kobi Simmons
https://www.basketball-reference.com/players/s/singlky01.html,103,203,1988-05-04,6 years,Kyle Singler
https://www.basketball-reference.com/players/s/smartma01.html,99,190,1994-03-06,7 years,Marcus Smart
https://www.basketball-reference.com/players/s/smithde03.html,92,188,1997-11-25,4 years,Dennis Smith Jr.
https://www.basketball-reference.com/players/s/smithis01.html,79,183,1988-07-05,11 years,Ish Smith
https://www.basketball-reference.com/players/s/smithjr01.html,102,198,1985-09-09,16 years,J.R. Smith
https://www.basketball-reference.com/players/s/smithja02.html,108,213,1986-03-02,11 years,Jason Smith
https://www.basketball-reference.com/players/s/smithjo03.html,102,206,1985-12-05,13 years,Josh Smith
https://www.basketball-reference.com/players/s/snellto01.html,96,198,1991-11-10,8 years,Tony Snell
https://www.basketball-reference.com/players/s/speigma01.html,115,208,1987-08-04,10 years,Marreese Speights
https://www.basketball-reference.com/players/s/stausni01.html,92,198,1993-10-07,5 years,Nik Stauskas
https://www.basketball-reference.com/players/s/stephla01.html,104,198,1990-09-05,9 years,Lance Stephenson
https://www.basketball-reference.com/players/s/stockda01.html,74,180,1991-06-24,2 years,David Stockton
https://www.basketball-reference.com/players/s/stoneju01.html,90,198,1988-12-07,4 years,Julyan Stone
https://www.basketball-reference.com/players/s/sumneed01.html,88,193,1995-12-31,4 years,Edmond Sumner
https://www.basketball-reference.com/players/s/swanica01.html,117,206,1997-04-18,3 years,Caleb Swanigan
https://www.basketball-reference.com/players/t/tatumja01.html,95,203,1998-03-03,4 years,Jayson Tatum
https://www.basketball-reference.com/players/t/taylois01.html,77,190,1994-07-11,2 years,Isaiah Taylor
https://www.basketball-reference.com/players/t/teaguje01.html,88,190,1988-06-10,12 years,Jeff Teague
https://www.basketball-reference.com/players/t/teaguma01.html,85,188,1993-02-28,3 years,Marquis Teague
https://www.basketball-reference.com/players/t/teletmi01.html,109,206,1985-09-18,6 years,Mirza Teletović
https://www.basketball-reference.com/players/t/templga01.html,88,196,1986-05-08,11 years,Garrett Temple
https://www.basketball-reference.com/players/t/teodomi01.html,88,196,1987-03-19,2 years,Miloš Teodosić
https://www.basketball-reference.com/players/t/terryja01.html,83,188,1977-09-15,19 years,Jason Terry
https://www.basketball-reference.com/players/t/theisda01.html,111,203,1992-04-04,4 years,Daniel Theis
https://www.basketball-reference.com/players/t/thomais02.html,83,175,1989-02-07,10 years,Isaiah Thomas
https://www.basketball-reference.com/players/t/thomala01.html,108,203,1988-04-24,9 years,Lance Thomas
https://www.basketball-reference.com/players/t/thompkl01.html,97,198,1990-02-08,8 years,Klay Thompson
https://www.basketball-reference.com/players/t/thomptr01.html,115,206,1991-03-13,10 years,Tristan Thompson
https://www.basketball-reference.com/players/t/thornsi01.html,97,193,1994-11-15,4 years,Sindarius Thornwell
https://www.basketball-reference.com/players/t/tollian01.html,108,203,1985-06-01,13 years,Anthony Tolliver
https://www.basketball-reference.com/players/t/townska01.html,112,211,1995-11-15,6 years,Karl-Anthony Towns
https://www.basketball-reference.com/players/t/tuckepj01.html,111,196,1985-05-05,10 years,P.J. Tucker
https://www.basketball-reference.com/players/t/turneev01.html,99,198,1988-10-27,10 years,Evan Turner
https://www.basketball-reference.com/players/t/turnemy01.html,113,211,1996-03-24,6 years,Myles Turner
https://www.basketball-reference.com/players/u/udohek01.html,111,208,1987-05-20,7 years,Ekpe Udoh
https://www.basketball-reference.com/players/u/ulisty01.html,72,178,1996-01-05,3 years,Tyler Ulis
https://www.basketball-reference.com/players/v/valanjo01.html,120,211,1992-05-06,9 years,Jonas Valančiūnas
https://www.basketball-reference.com/players/v/valende01.html,99,193,1993-11-16,4 years,Denzel Valentine
https://www.basketball-reference.com/players/v/vanvlfr01.html,89,185,1994-02-25,5 years,Fred VanVleet
https://www.basketball-reference.com/players/v/vaughra01.html,91,198,1996-08-16,3 years,Rashad Vaughn
https://www.basketball-reference.com/players/v/vonleno01.html,116,208,1995-08-24,7 years,Noah Vonleh
https://www.basketball-reference.com/players/v/vucevni01.html,117,208,1990-10-24,10 years,Nikola Vučević
https://www.basketball-reference.com/players/w/wadedw01.html,99,193,1982-01-17,16 years,Dwyane Wade
https://www.basketball-reference.com/players/w/waitedi01.html,97,190,1991-12-10,8 years,Dion Waiters
https://www.basketball-reference.com/players/w/walkeke02.html,83,183,1990-05-08,10 years,Kemba Walker
https://www.basketball-reference.com/players/w/walljo01.html,95,190,1990-09-06,10 years,John Wall
https://www.basketball-reference.com/players/w/wallaty01.html,89,196,1994-06-10,3 years,Tyrone Wallace
https://www.basketball-reference.com/players/w/waltode01.html,85,183,1995-04-03,2 years,Derrick Walton
https://www.basketball-reference.com/players/w/warneja01.html,117,203,1994-01-31,1 year,Jameel Warney
https://www.basketball-reference.com/players/w/warretj01.html,99,203,1993-09-05,7 years,T.J. Warren
https://www.basketball-reference.com/players/w/weartr01.html,104,208,1990-09-21,2 years,Travis Wear
https://www.basketball-reference.com/players/w/webbja01.html,91,206,1993-08-19,1 year,James Webb III
https://www.basketball-reference.com/players/w/weberbr01.html,74,188,1992-12-29,3 years,Briante Weber
https://www.basketball-reference.com/players/w/westda01.html,113,206,1980-08-29,15 years,David West
https://www.basketball-reference.com/players/w/westbru01.html,90,190,1988-11-12,13 years,Russell Westbrook
https://www.basketball-reference.com/players/w/whitean01.html,95,201,1993-06-16,1 year,Andrew White
https://www.basketball-reference.com/players/w/whitede01.html,86,193,1994-07-02,4 years,Derrick White
https://www.basketball-reference.com/players/w/whiteok01.html,92,203,1992-08-13,3 years,Okaro White
https://www.basketball-reference.com/players/w/whiteis01.html,96,193,1995-03-08,2 years,Isaiah Whitehead
https://www.basketball-reference.com/players/w/whiteha01.html,120,213,1989-06-13,9 years,Hassan Whiteside
https://www.basketball-reference.com/players/w/wiggian01.html,89,201,1995-02-23,7 years,Andrew Wiggins
https://www.basketball-reference.com/players/w/wileyja01.html,97,201,1994-09-04,1 year,Jacob Wiley
https://www.basketball-reference.com/players/w/wilkida02.html,102,198,1980-01-11,10 years,Damien Wilkins
https://www.basketball-reference.com/players/w/willial03.html,120,203,1993-01-28,4 years,Alan Williams
https://www.basketball-reference.com/players/w/willicj01.html,102,196,1990-02-06,2 years,C.J. Williams
https://www.basketball-reference.com/players/w/willide02.html,108,203,1991-05-25,7 years,Derrick Williams
https://www.basketball-reference.com/players/w/willilo02.html,79,185,1986-10-27,16 years,Lou Williams
https://www.basketball-reference.com/players/w/willima02.html,107,203,1986-06-19,15 years,Marvin Williams
https://www.basketball-reference.com/players/w/willima05.html,95,196,1993-10-14,1 year,Matt Williams
https://www.basketball-reference.com/players/w/willitr02.html,98,201,1994-12-30,3 years,Troy Williams
https://www.basketball-reference.com/players/w/wilsodj01.html,104,208,1996-02-19,4 years,D.J. Wilson
https://www.basketball-reference.com/players/w/wilsoja02.html,104,201,1990-11-21,1 year,Jamil Wilson
https://www.basketball-reference.com/players/w/winslju01.html,100,198,1996-03-26,6 years,Justise Winslow
https://www.basketball-reference.com/players/w/witheje01.html,104,213,1990-03-07,5 years,Jeff Withey
https://www.basketball-reference.com/players/w/woltena01.html,86,193,1991-05-15,3 years,Nate Wolters
https://www.basketball-reference.com/players/w/wrighbr03.html,95,208,1987-10-05,10 years,Brandan Wright
https://www.basketball-reference.com/players/w/wrighde01.html,83,196,1992-04-26,6 years,Delon Wright
https://www.basketball-reference.com/players/y/yabusgu01.html,117,203,1995-12-17,2 years,Guerschon Yabusele
https://www.basketball-reference.com/players/y/youngja01.html,97,198,1995-08-16,4 years,James Young
https://www.basketball-reference.com/players/y/youngjo01.html,81,188,1992-06-27,3 years,Joe Young
https://www.basketball-reference.com/players/y/youngni01.html,95,201,1985-06-01,12 years,Nick Young
https://www.basketball-reference.com/players/y/youngth01.html,106,203,1988-06-21,14 years,Thaddeus Young
https://www.basketball-reference.com/players/z/zelleco01.html,108,211,1992-10-05,8 years,Cody Zeller
https://www.basketball-reference.com/players/z/zellety01.html,114,213,1990-01-17,8 years,Tyler Zeller
https://www.basketball-reference.com/players/z/zipsepa01.html,97,203,1994-02-18,2 years,Paul Zipser
https://www.basketball-reference.com/players/z/zizican01.html,120,208,1997-01-04,3 years,Ante Žižić
https://www.basketball-reference.com/players/z/zubaciv01.html,108,213,1997-03-18,5 years,Ivica Zubac
https://www.basketball-reference.com/players/a/adamsja01.html,102,183,1996-05-04,3 years,Jaylen Adams
https://www.basketball-reference.com/players/a/adelde01.html,90,201,1997-02-01,1 year,Deng Adel
https://www.basketball-reference.com/players/a/akoonde01.html,90,198,1993-06-05,1 year,DeVaughn Akoon-Purcell
https://www.basketball-reference.com/players/a/alkinra01.html,102,196,1997-10-29,1 year,Rawle Alkins
https://www.basketball-reference.com/players/a/allengr01.html,89,193,1995-10-08,3 years,Grayson Allen
https://www.basketball-reference.com/players/a/antetko01.html,90,208,1997-11-20,3 years,Kostas Antetokounmpo
https://www.basketball-reference.com/players/a/aytonde01.html,113,211,1998-07-23,3 years,Deandre Ayton
https://www.basketball-reference.com/players/b/baglema01.html,106,211,1999-03-14,3 years,Marvin Bagley III
https://www.basketball-reference.com/players/b/bambamo01.html,104,213,1998-05-12,3 years,Mo Bamba
https://www.basketball-reference.com/players/b/bateske01.html,103,203,1996-01-23,3 years,Keita Bates-Diop
https://www.basketball-reference.com/players/b/bertada02.html,90,193,1989-09-09,1 year,Dairis Bertāns
https://www.basketball-reference.com/players/b/blossja01.html,99,203,1993-09-16,1 year,Jaron Blossomgame
https://www.basketball-reference.com/players/b/boldejo01.html,99,203,1996-01-02,2 years,Jonah Bolden
https://www.basketball-reference.com/players/b/bongais01.html,81,203,1999-11-08,3 years,Isaac Bonga
https://www.basketball-reference.com/players/b/bridgmi01.html,94,198,1996-08-30,3 years,Mikal Bridges
https://www.basketball-reference.com/players/b/bridgmi02.html,102,198,1998-03-21,3 years,Miles Bridges
https://www.basketball-reference.com/players/b/briscis01.html,97,190,1996-04-13,1 year,Isaiah Briscoe
https://www.basketball-reference.com/players/b/broekry01.html,97,198,1990-08-23,2 years,Ryan Broekhoff
https://www.basketball-reference.com/players/b/brownbr01.html,91,193,1996-08-15,3 years,Bruce Brown
https://www.basketball-reference.com/players/b/browntr01.html,97,198,1999-07-28,3 years,Troy Brown Jr.
https://www.basketball-reference.com/players/b/brunsja01.html,86,185,1996-08-31,3 years,Jalen Brunson
https://www.basketball-reference.com/players/b/burtode02.html,108,193,1994-01-31,2 years,Deonte Burton
https://www.basketball-reference.com/players/c/carteje01.html,90,185,1995-09-14,3 years,Jevon Carter
https://www.basketball-reference.com/players/c/cartewe01.html,122,208,1999-04-16,3 years,Wendell Carter Jr.
https://www.basketball-reference.com/players/c/caupatr01.html,95,193,1995-11-29,1 year,Troy Caupain
https://www.basketball-reference.com/players/c/chealjo01.html,86,190,1995-11-01,2 years,Joe Chealey
https://www.basketball-reference.com/players/c/chiozch01.html,79,180,1995-11-21,3 years,Chris Chiozza
https://www.basketball-reference.com/players/c/clarkga01.html,102,198,1994-11-16,3 years,Gary Clark
https://www.basketball-reference.com/players/c/colsobo01.html,101,198,1996-01-12,1 year,Bonzie Colson
https://www.basketball-reference.com/players/c/creekmi01.html,97,196,1992-04-27,1 year,Mitch Creek
https://www.basketball-reference.com/players/c/curryse01.html,83,188,1990-08-23,7 years,Seth Curry
https://www.basketball-reference.com/players/d/davisty01.html,120,208,1997-05-22,1 year,Tyler Davis
https://www.basketball-reference.com/players/d/delgaan01.html,111,208,1994-11-20,1 year,Ángel Delgado
https://www.basketball-reference.com/players/d/derrima01.html,112,201,1996-02-01,1 year,Marcus Derrickson
https://www.basketball-reference.com/players/d/diallha01.html,91,196,1998-07-31,3 years,Hamidou Diallo
