draft_year,Pk,Tm,Player,College,Yrs,G,MP,PTS,Conference,Big Six Conference,age,ast,ast_per_g,blk,college_id,fg,fg3,fg3_pct,fg3a,fg_pct,fga,ft,ft_pct,fta,g,mp,mp_per_g,name,orb,pf,pts,pts_per_g,season,stl,tov,trb,trb_per_g
2013,29,OKC,Archie Goodwin,Kentucky,4.0,165.0,2396.0,1040.0,SEC,1,18.0,88.0,2.7,15.0,KENTUCKY,157.0,17.0,.266,64.0,.440,357.0,135.0,.637,212.0,33.0,1048.0,31.8,Archie Goodwin,48.0,97.0,466.0,14.1,2012-13,36.0,101.0,152.0,4.6
2013,31,CLE,Allen Crabbe,California,7.0,381.0,9125.0,3453.0,PAC-12,1,18.0,61.0,2.0,14.0,CALIFORNIA,139.0,62.0,.400,155.0,.446,312.0,74.0,.804,92.0,31.0,1049.0,33.8,Allen Crabbe,20.0,48.0,414.0,13.4,2010-11,29.0,46.0,165.0,5.3
2013,31,CLE,Allen Crabbe,California,7.0,381.0,9125.0,3453.0,PAC-12,1,19.0,71.0,2.1,20.0,CALIFORNIA,179.0,83.0,.399,208.0,.431,415.0,75.0,.843,89.0,34.0,1158.0,34.1,Allen Crabbe,32.0,48.0,516.0,15.2,2011-12,18.0,53.0,194.0,5.7
2013,31,CLE,Allen Crabbe,California,7.0,381.0,9125.0,3453.0,PAC-12,1,20.0,87.0,2.6,23.0,CALIFORNIA,215.0,64.0,.348,184.0,.459,468.0,113.0,.813,139.0,33.0,1195.0,36.2,Allen Crabbe,33.0,69.0,607.0,18.4,2012-13,37.0,83.0,200.0,6.1
2013,33,CLE,Carrick Felix,Arizona State,1.0,7.0,38.0,19.0,PAC-12,1,20.0,30.0,1.0,13.0,ARIZONAST,50.0,9.0,.205,44.0,.391,128.0,30.0,.750,40.0,30.0,436.0,14.5,Carrick Felix,19.0,44.0,139.0,4.6,2010-11,14.0,24.0,48.0,1.6
2013,33,CLE,Carrick Felix,Arizona State,1.0,7.0,38.0,19.0,PAC-12,1,21.0,38.0,1.3,22.0,ARIZONAST,102.0,38.0,.314,121.0,.421,242.0,63.0,.741,85.0,29.0,955.0,32.9,Carrick Felix,33.0,75.0,305.0,10.5,2011-12,32.0,68.0,117.0,4.0
2013,33,CLE,Carrick Felix,Arizona State,1.0,7.0,38.0,19.0,PAC-12,1,22.0,57.0,1.6,39.0,ARIZONAST,189.0,52.0,.374,139.0,.500,378.0,81.0,.664,122.0,35.0,1235.0,35.3,Carrick Felix,73.0,105.0,511.0,14.6,2012-13,50.0,70.0,285.0,8.1
2013,34,HOU,Isaiah Canaan,Murray State,6.0,235.0,4799.0,1913.0,,0,18.0,56.0,1.6,1.0,MURRAYST,121.0,54.0,.482,112.0,.498,243.0,77.0,.778,99.0,36.0,733.0,20.4,Isaiah Canaan,12.0,69.0,373.0,10.4,2009-10,31.0,60.0,81.0,2.3
2013,34,HOU,Isaiah Canaan,Murray State,6.0,235.0,4799.0,1913.0,,0,19.0,76.0,2.4,3.0,MURRAYST,112.0,58.0,.403,144.0,.416,269.0,93.0,.744,125.0,32.0,900.0,28.1,Isaiah Canaan,15.0,58.0,375.0,11.7,2010-11,34.0,64.0,61.0,1.9
2013,34,HOU,Isaiah Canaan,Murray State,6.0,235.0,4799.0,1913.0,,0,20.0,120.0,3.6,2.0,MURRAYST,187.0,98.0,.456,215.0,.468,400.0,154.0,.837,184.0,33.0,1112.0,33.7,Isaiah Canaan,27.0,56.0,626.0,19.0,2011-12,45.0,89.0,114.0,3.5
2013,34,HOU,Isaiah Canaan,Murray State,6.0,235.0,4799.0,1913.0,,0,21.0,133.0,4.3,4.0,MURRAYST,215.0,94.0,.370,254.0,.431,499.0,152.0,.822,185.0,31.0,1131.0,36.5,Isaiah Canaan,19.0,58.0,676.0,21.8,2012-13,47.0,98.0,110.0,3.5
2013,35,PHI,Glen Rice Jr.,Georgia Tech,2.0,16.0,152.0,43.0,ACC,1,19.0,58.0,1.7,17.0,GATECH,69.0,28.0,.467,60.0,.439,157.0,24.0,.558,43.0,35.0,643.0,18.4,Glen Rice Jr.,44.0,69.0,190.0,5.4,2009-10,37.0,43.0,107.0,3.1
2013,35,PHI,Glen Rice Jr.,Georgia Tech,2.0,16.0,152.0,43.0,ACC,1,20.0,79.0,2.5,12.0,GATECH,145.0,42.0,.302,139.0,.418,347.0,65.0,.637,102.0,31.0,885.0,28.5,Glen Rice Jr.,58.0,75.0,397.0,12.8,2010-11,46.0,71.0,173.0,5.6
2013,35,PHI,Glen Rice Jr.,Georgia Tech,2.0,16.0,152.0,43.0,ACC,1,21.0,48.0,2.3,18.0,GATECH,102.0,30.0,.333,90.0,.457,223.0,40.0,.606,66.0,21.0,628.0,29.9,Glen Rice Jr.,41.0,50.0,274.0,13.0,2011-12,28.0,48.0,141.0,6.7
2013,36,SAC,Ray McCallum,Detroit Mercy,3.0,154.0,2808.0,920.0,,0,19.0,161.0,4.9,5.0,DETROIT,140.0,25.0,.313,80.0,.440,318.0,141.0,.691,204.0,33.0,1098.0,33.3,Ray McCallum,46.0,70.0,446.0,13.5,2010-11,54.0,85.0,156.0,4.7
2013,36,SAC,Ray McCallum,Detroit Mercy,3.0,154.0,2808.0,920.0,,0,20.0,143.0,4.0,7.0,DETROIT,192.0,30.0,.240,125.0,.458,419.0,141.0,.766,184.0,36.0,1213.0,33.7,Ray McCallum,37.0,74.0,555.0,15.4,2011-12,57.0,80.0,163.0,4.5
2013,36,SAC,Ray McCallum,Detroit Mercy,3.0,154.0,2808.0,920.0,,0,21.0,147.0,4.5,20.0,DETROIT,214.0,42.0,.323,130.0,.491,436.0,147.0,.717,205.0,33.0,1208.0,36.6,Ray McCallum,43.0,66.0,617.0,18.7,2012-13,64.0,68.0,167.0,5.1
2013,37,DET,Tony Mitchell,University of North Texas,1.0,21.0,79.0,22.0,,0,19.0,36.0,1.6,70.0,NTEXAS,118.0,18.0,.439,41.0,.567,208.0,85.0,.739,115.0,23.0,676.0,29.4,Tony Mitchell,58.0,70.0,339.0,14.7,2011-12,20.0,65.0,238.0,10.3
2013,37,DET,Tony Mitchell,University of North Texas,1.0,21.0,79.0,22.0,,0,20.0,26.0,0.8,87.0,NTEXAS,140.0,30.0,.300,100.0,.440,318.0,106.0,.675,157.0,32.0,1037.0,32.4,Tony Mitchell,78.0,93.0,416.0,13.0,2012-13,31.0,78.0,273.0,8.5
2013,38,WAS,Nate Wolters,South Dakota State,3.0,84.0,1575.0,461.0,,0,18.0,85.0,2.9,8.0,SDAKOTAST,80.0,19.0,.358,53.0,.381,210.0,113.0,.831,136.0,29.0,703.0,24.2,Nate Wolters,21.0,52.0,292.0,10.1,2009-10,35.0,60.0,101.0,3.5
2013,38,WAS,Nate Wolters,South Dakota State,3.0,84.0,1575.0,461.0,,0,19.0,188.0,6.1,7.0,SDAKOTAST,201.0,42.0,.408,103.0,.448,449.0,160.0,.796,201.0,31.0,1029.0,33.2,Nate Wolters,32.0,63.0,604.0,19.5,2010-11,41.0,68.0,142.0,4.6
2013,38,WAS,Nate Wolters,South Dakota State,3.0,84.0,1575.0,461.0,,0,20.0,202.0,5.9,2.0,SDAKOTAST,250.0,33.0,.241,137.0,.448,558.0,188.0,.783,240.0,34.0,1216.0,35.8,Nate Wolters,31.0,63.0,721.0,21.2,2011-12,59.0,75.0,174.0,5.1
2013,38,WAS,Nate Wolters,South Dakota State,3.0,84.0,1575.0,461.0,,0,21.0,193.0,5.8,4.0,SDAKOTAST,242.0,64.0,.379,169.0,.485,499.0,187.0,.813,230.0,33.0,1256.0,38.1,Nate Wolters,36.0,51.0,735.0,22.3,2012-13,57.0,77.0,184.0,5.6
2013,39,POR,Jeff Withey,Kansas,5.0,206.0,2072.0,666.0,Big 12,1,19.0,0.0,0.0,6.0,KANSAS,7.0,0.0,0,0.0,.538,13.0,5.0,.556,9.0,15.0,45.0,3.0,Jeff Withey,5.0,7.0,19.0,1.3,2009-10,1.0,3.0,21.0,1.4
2013,39,POR,Jeff Withey,Kansas,5.0,206.0,2072.0,666.0,Big 12,1,20.0,5.0,0.2,19.0,KANSAS,22.0,0.0,0,0.0,.647,34.0,17.0,.515,33.0,26.0,162.0,6.2,Jeff Withey,20.0,27.0,61.0,2.3,2010-11,5.0,12.0,46.0,1.8
2013,39,POR,Jeff Withey,Kansas,5.0,206.0,2072.0,666.0,Big 12,1,21.0,29.0,0.7,140.0,KANSAS,113.0,0.0,0,0.0,.536,211.0,124.0,.795,156.0,39.0,968.0,24.8,Jeff Withey,81.0,97.0,350.0,9.0,2011-12,25.0,50.0,246.0,6.3
2013,39,POR,Jeff Withey,Kansas,5.0,206.0,2072.0,666.0,Big 12,1,22.0,35.0,0.9,146.0,KANSAS,185.0,1.0,1.000,1.0,.582,318.0,137.0,.714,192.0,37.0,1144.0,30.9,Jeff Withey,79.0,77.0,508.0,13.7,2012-13,28.0,73.0,315.0,8.5
2013,40,POR,Grant Jerrett,Arizona,1.0,8.0,51.0,16.0,PAC-12,1,19.0,18.0,0.5,33.0,ARIZONA,63.0,32.0,.405,79.0,.409,154.0,18.0,.818,22.0,34.0,606.0,17.8,Grant Jerrett,37.0,44.0,176.0,5.2,2012-13,16.0,19.0,122.0,3.6
2013,41,MEM,Jamaal Franklin,San Diego State,2.0,24.0,174.0,42.0,,0,19.0,10.0,0.5,5.0,SANDIEGOST,24.0,7.0,.333,21.0,.500,48.0,9.0,.529,17.0,21.0,171.0,8.1,Jamaal Franklin,15.0,18.0,64.0,3.0,2010-11,4.0,13.0,40.0,1.9
2013,41,MEM,Jamaal Franklin,San Diego State,2.0,24.0,174.0,42.0,,0,20.0,47.0,1.5,20.0,SANDIEGOST,173.0,51.0,.325,157.0,.433,400.0,160.0,.800,200.0,32.0,969.0,30.3,Jamaal Franklin,57.0,81.0,557.0,17.4,2011-12,31.0,95.0,252.0,7.9
2013,41,MEM,Jamaal Franklin,San Diego State,2.0,24.0,174.0,42.0,,0,21.0,105.0,3.3,26.0,SANDIEGOST,165.0,40.0,.272,147.0,.411,401.0,171.0,.781,219.0,32.0,1058.0,33.1,Jamaal Franklin,56.0,83.0,541.0,16.9,2012-13,51.0,110.0,304.0,9.5
2013,42,PHI,Pierre Jackson,Baylor,1.0,8.0,84.0,35.0,Big 12,1,20.0,223.0,5.9,3.0,BAYLOR,174.0,69.0,.408,169.0,.460,378.0,106.0,.822,129.0,38.0,1172.0,30.8,Pierre Jackson,33.0,88.0,523.0,13.8,2011-12,68.0,134.0,110.0,2.9
2013,42,PHI,Pierre Jackson,Baylor,1.0,8.0,84.0,35.0,Big 12,1,21.0,255.0,7.1,0.0,BAYLOR,216.0,88.0,.359,245.0,.427,506.0,192.0,.800,240.0,36.0,1252.0,34.8,Pierre Jackson,24.0,80.0,712.0,19.8,2012-13,54.0,122.0,135.0,3.8
2013,44,DAL,Mike Muscala,Bucknell,9.0,432.0,6694.0,2666.0,,0,18.0,23.0,0.8,65.0,BUCKNELL,116.0,6.0,.300,20.0,.462,251.0,58.0,.806,72.0,30.0,745.0,24.8,Mike Muscala,49.0,61.0,296.0,9.9,2009-10,9.0,29.0,148.0,4.9
2013,44,DAL,Mike Muscala,Bucknell,9.0,432.0,6694.0,2666.0,,0,19.0,47.0,1.4,67.0,BUCKNELL,187.0,4.0,.364,11.0,.517,362.0,129.0,.816,158.0,34.0,944.0,27.8,Mike Muscala,57.0,90.0,507.0,14.9,2010-11,14.0,58.0,248.0,7.3
2013,44,DAL,Mike Muscala,Bucknell,9.0,432.0,6694.0,2666.0,,0,20.0,63.0,1.8,59.0,BUCKNELL,193.0,7.0,.350,20.0,.503,384.0,203.0,.853,238.0,35.0,1047.0,29.9,Mike Muscala,97.0,87.0,596.0,17.0,2011-12,16.0,72.0,319.0,9.1
2013,44,DAL,Mike Muscala,Bucknell,9.0,432.0,6694.0,2666.0,,0,21.0,78.0,2.3,80.0,BUCKNELL,227.0,4.0,.250,16.0,.509,446.0,179.0,.789,227.0,34.0,1079.0,31.7,Mike Muscala,98.0,74.0,637.0,18.7,2012-13,17.0,58.0,378.0,11.1
2013,46,UTA,Erick Green,Virginia Tech,2.0,52.0,452.0,159.0,ACC,1,18.0,31.0,0.9,7.0,VATECH,29.0,11.0,.275,40.0,.293,99.0,19.0,.679,28.0,34.0,423.0,12.4,Erick Green,7.0,38.0,88.0,2.6,2009-10,17.0,25.0,31.0,0.9
2013,46,UTA,Erick Green,Virginia Tech,2.0,52.0,452.0,159.0,ACC,1,19.0,86.0,2.7,9.0,VATECH,132.0,26.0,.248,105.0,.414,319.0,80.0,.777,103.0,32.0,988.0,30.9,Erick Green,19.0,74.0,370.0,11.6,2010-11,56.0,38.0,73.0,2.3
2013,46,UTA,Erick Green,Virginia Tech,2.0,52.0,452.0,159.0,ACC,1,20.0,88.0,2.8,4.0,VATECH,170.0,42.0,.375,112.0,.438,388.0,101.0,.828,122.0,31.0,1071.0,34.5,Erick Green,18.0,52.0,483.0,15.6,2011-12,41.0,46.0,101.0,3.3
2013,46,UTA,Erick Green,Virginia Tech,2.0,52.0,452.0,159.0,ACC,1,21.0,121.0,3.8,6.0,VATECH,261.0,61.0,.389,157.0,.475,550.0,218.0,.816,267.0,32.0,1166.0,36.4,Erick Green,15.0,44.0,801.0,25.0,2012-13,42.0,69.0,127.0,4.0
2013,48,LAL,Ryan Kelly,Duke,4.0,163.0,3125.0,981.0,ACC,1,18.0,13.0,0.4,14.0,DUKE,16.0,5.0,.263,19.0,.356,45.0,4.0,.667,6.0,35.0,227.0,6.5,Ryan Kelly,6.0,34.0,41.0,1.2,2009-10,8.0,8.0,38.0,1.1
2013,48,LAL,Ryan Kelly,Duke,4.0,163.0,3125.0,981.0,ACC,1,19.0,31.0,0.8,51.0,DUKE,95.0,22.0,.319,69.0,.516,184.0,33.0,.805,41.0,37.0,743.0,20.1,Ryan Kelly,42.0,77.0,245.0,6.6,2010-11,25.0,30.0,138.0,3.7
2013,48,LAL,Ryan Kelly,Duke,4.0,163.0,3125.0,981.0,ACC,1,20.0,35.0,1.1,31.0,DUKE,107.0,40.0,.408,98.0,.444,241.0,113.0,.807,140.0,31.0,803.0,25.9,Ryan Kelly,56.0,71.0,367.0,11.8,2011-12,24.0,43.0,167.0,5.4
2013,48,LAL,Ryan Kelly,Duke,4.0,163.0,3125.0,981.0,ACC,1,21.0,38.0,1.7,37.0,DUKE,96.0,35.0,.422,83.0,.453,212.0,69.0,.812,85.0,23.0,664.0,28.9,Ryan Kelly,37.0,55.0,296.0,12.9,2012-13,16.0,23.0,122.0,5.3
2013,49,CHI,Erik Murphy,Florida,1.0,24.0,62.0,6.0,SEC,1,19.0,8.0,0.2,8.0,FLORIDA,48.0,0.0,0,0.0,.600,80.0,19.0,.633,30.0,33.0,299.0,9.1,Erik Murphy,33.0,51.0,115.0,3.5,2009-10,12.0,20.0,79.0,2.4
2013,49,CHI,Erik Murphy,Florida,1.0,24.0,62.0,6.0,SEC,1,20.0,8.0,0.2,15.0,FLORIDA,54.0,12.0,.400,30.0,.514,105.0,21.0,.750,28.0,33.0,355.0,10.8,Erik Murphy,27.0,55.0,141.0,4.3,2010-11,5.0,24.0,75.0,2.3
2013,49,CHI,Erik Murphy,Florida,1.0,24.0,62.0,6.0,SEC,1,21.0,29.0,0.9,37.0,FLORIDA,131.0,59.0,.421,140.0,.485,270.0,35.0,.814,43.0,34.0,882.0,25.9,Erik Murphy,42.0,90.0,356.0,10.5,2011-12,18.0,44.0,154.0,4.5
2013,49,CHI,Erik Murphy,Florida,1.0,24.0,62.0,6.0,SEC,1,22.0,50.0,1.4,25.0,FLORIDA,164.0,72.0,.453,159.0,.516,318.0,40.0,.784,51.0,36.0,952.0,26.4,Erik Murphy,58.0,101.0,440.0,12.2,2012-13,23.0,51.0,199.0,5.5
2013,51,ORL,Romero Osby,Oklahoma,,,,,Big 12,1,18.0,12.0,0.3,12.0,MISSST,51.0,8.0,.286,28.0,.432,118.0,39.0,.672,58.0,36.0,0.0,0,Romero Osby,0.0,0.0,149.0,4.1,2008-09,8.0,28.0,93.0,2.6
2013,51,ORL,Romero Osby,Oklahoma,,,,,Big 12,1,19.0,22.0,0.6,12.0,MISSST,55.0,16.0,.410,39.0,.462,119.0,26.0,.634,41.0,35.0,457.0,13.1,Romero Osby,34.0,33.0,152.0,4.3,2009-10,8.0,34.0,89.0,2.5
2013,51,ORL,Romero Osby,Oklahoma,,,,,Big 12,1,21.0,28.0,0.9,31.0,OKLAHOMA,147.0,7.0,.389,18.0,.490,300.0,98.0,.715,137.0,31.0,936.0,30.2,Romero Osby,80.0,77.0,399.0,12.9,2011-12,18.0,56.0,227.0,7.3
2013,51,ORL,Romero Osby,Oklahoma,,,,,Big 12,1,22.0,40.0,1.3,27.0,OKLAHOMA,174.0,9.0,.529,17.0,.526,331.0,154.0,.794,194.0,32.0,912.0,28.5,Romero Osby,66.0,78.0,511.0,16.0,2012-13,20.0,42.0,225.0,7.0
2013,52,MIN,Lorenzo Brown,NC State,5.0,103.0,1185.0,293.0,ACC,1,20.0,116.0,3.7,11.0,NCSTATE,105.0,17.0,.298,57.0,.413,254.0,62.0,.713,87.0,31.0,892.0,28.8,Lorenzo Brown,24.0,67.0,289.0,9.3,2010-11,40.0,72.0,114.0,3.7
2013,52,MIN,Lorenzo Brown,NC State,5.0,103.0,1185.0,293.0,ACC,1,21.0,234.0,6.3,20.0,NCSTATE,165.0,27.0,.351,77.0,.450,367.0,113.0,.729,155.0,37.0,1268.0,34.3,Lorenzo Brown,28.0,58.0,470.0,12.7,2011-12,67.0,118.0,168.0,4.5
2013,52,MIN,Lorenzo Brown,NC State,5.0,103.0,1185.0,293.0,ACC,1,22.0,239.0,7.2,19.0,NCSTATE,140.0,20.0,.263,76.0,.419,334.0,108.0,.771,140.0,33.0,1129.0,34.2,Lorenzo Brown,22.0,65.0,408.0,12.4,2012-13,65.0,114.0,143.0,4.3
2013,53,IND,Colton Iverson,Colorado State,,,,,,0,19.0,20.0,0.6,41.0,MINNESOTA,70.0,0.0,0,0.0,.603,116.0,34.0,.507,67.0,32.0,0.0,0,Colton Iverson,0.0,0.0,174.0,5.4,2008-09,13.0,44.0,114.0,3.6
2013,53,IND,Colton Iverson,Colorado State,,,,,,0,20.0,21.0,0.6,32.0,MINNESOTA,68.0,0.0,0,0.0,.482,141.0,40.0,.526,76.0,35.0,593.0,16.9,Colton Iverson,49.0,68.0,176.0,5.0,2009-10,12.0,47.0,153.0,4.4
2013,53,IND,Colton Iverson,Colorado State,,,,,,0,21.0,33.0,1.1,20.0,MINNESOTA,58.0,0.0,0,0.0,.446,130.0,51.0,.573,89.0,31.0,568.0,18.3,Colton Iverson,62.0,72.0,167.0,5.4,2010-11,14.0,48.0,155.0,5.0
2013,53,IND,Colton Iverson,Colorado State,,,,,,0,23.0,46.0,1.3,25.0,COLORADOST,183.0,0.0,0,0.0,.596,307.0,131.0,.590,222.0,35.0,1033.0,29.5,Colton Iverson,117.0,91.0,497.0,14.2,2012-13,20.0,69.0,342.0,9.8
2013,54,WAS,Arsalan Kazemi,Oregon,,,,,PAC-12,1,19.0,36.0,1.2,26.0,RICE,105.0,0.0,0,0.0,.530,198.0,100.0,.610,164.0,30.0,836.0,27.9,Arsalan Kazemi,98.0,82.0,310.0,10.3,2009-10,47.0,58.0,272.0,9.1
2013,54,WAS,Arsalan Kazemi,Oregon,,,,,PAC-12,1,20.0,43.0,1.3,26.0,RICE,146.0,0.0,0,0.0,.525,278.0,195.0,.720,271.0,32.0,954.0,29.8,Arsalan Kazemi,120.0,85.0,487.0,15.2,2010-11,38.0,57.0,351.0,11.0
2013,54,WAS,Arsalan Kazemi,Oregon,,,,,PAC-12,1,21.0,70.0,2.1,32.0,RICE,136.0,0.0,.000,1.0,.594,229.0,126.0,.681,185.0,33.0,970.0,29.4,Arsalan Kazemi,85.0,86.0,398.0,12.1,2011-12,69.0,65.0,340.0,10.3
2013,54,WAS,Arsalan Kazemi,Oregon,,,,,PAC-12,1,22.0,48.0,1.4,23.0,OREGON,113.0,0.0,.000,1.0,.595,190.0,102.0,.675,151.0,35.0,1016.0,29.0,Arsalan Kazemi,98.0,66.0,328.0,9.4,2012-13,71.0,52.0,350.0,10.0
2013,56,DET,Peyton Siva,Louisville,1.0,24.0,224.0,54.0,ACC,1,19.0,56.0,1.8,2.0,LOUISVILLE,38.0,19.0,.404,47.0,.432,88.0,25.0,.610,41.0,31.0,349.0,11.3,Peyton Siva,5.0,66.0,120.0,3.9,2009-10,31.0,46.0,26.0,0.8
2013,56,DET,Peyton Siva,Louisville,1.0,24.0,224.0,54.0,ACC,1,20.0,182.0,5.2,6.0,LOUISVILLE,114.0,25.0,.272,92.0,.445,256.0,94.0,.681,138.0,35.0,975.0,27.9,Peyton Siva,12.0,96.0,347.0,9.9,2010-11,69.0,101.0,109.0,3.1
2013,56,DET,Peyton Siva,Louisville,1.0,24.0,224.0,54.0,ACC,1,21.0,211.0,5.6,5.0,LOUISVILLE,121.0,17.0,.246,69.0,.402,301.0,88.0,.739,119.0,38.0,1203.0,31.7,Peyton Siva,19.0,114.0,347.0,9.1,2011-12,64.0,131.0,121.0,3.2
2013,56,DET,Peyton Siva,Louisville,1.0,24.0,224.0,54.0,ACC,1,22.0,228.0,5.7,6.0,LOUISVILLE,139.0,38.0,.288,132.0,.404,344.0,85.0,.867,98.0,40.0,1247.0,31.2,Peyton Siva,12.0,103.0,401.0,10.0,2012-13,90.0,106.0,94.0,2.4
2013,57,PHO,Alex Oriakhi,Missouri,,,,,SEC,1,19.0,12.0,0.4,54.0,UCONN,63.0,0.0,.000,1.0,.460,137.0,43.0,.538,80.0,34.0,838.0,24.6,Alex Oriakhi,79.0,92.0,169.0,5.0,2009-10,13.0,35.0,224.0,6.6
2013,57,PHO,Alex Oriakhi,Missouri,,,,,SEC,1,20.0,15.0,0.4,67.0,UCONN,153.0,0.0,0,0.0,.507,302.0,87.0,.630,138.0,41.0,1193.0,29.1,Alex Oriakhi,152.0,103.0,393.0,9.6,2010-11,16.0,45.0,358.0,8.7
2013,57,PHO,Alex Oriakhi,Missouri,,,,,SEC,1,21.0,10.0,0.3,45.0,UCONN,93.0,0.0,0,0.0,.495,188.0,41.0,.569,72.0,34.0,731.0,21.5,Alex Oriakhi,58.0,61.0,227.0,6.7,2011-12,4.0,41.0,163.0,4.8
2013,57,PHO,Alex Oriakhi,Missouri,,,,,SEC,1,22.0,12.0,0.4,54.0,MISSOURI,138.0,0.0,0,0.0,.639,216.0,106.0,.746,142.0,34.0,878.0,25.8,Alex Oriakhi,106.0,79.0,382.0,11.2,2012-13,20.0,47.0,286.0,8.4
2013,58,SAS,Deshaun Thomas,Ohio State,,,,,Big Ten,1,19.0,17.0,0.5,6.0,OHIOST,105.0,21.0,.328,64.0,.479,219.0,47.0,.797,59.0,37.0,518.0,14.0,Deshaun Thomas,62.0,41.0,278.0,7.5,2010-11,14.0,30.0,131.0,3.5
2013,58,SAS,Deshaun Thomas,Ohio State,,,,,Big Ten,1,20.0,35.0,0.9,9.0,OHIOST,243.0,50.0,.345,145.0,.520,467.0,83.0,.755,110.0,39.0,1225.0,31.4,Deshaun Thomas,100.0,65.0,619.0,15.9,2011-12,15.0,47.0,209.0,5.4
2013,58,SAS,Deshaun Thomas,Ohio State,,,,,Big Ten,1,21.0,48.0,1.3,11.0,OHIOST,259.0,72.0,.344,209.0,.444,583.0,141.0,.834,169.0,37.0,1309.0,35.4,Deshaun Thomas,63.0,54.0,731.0,19.8,2012-13,19.0,52.0,220.0,5.9
2014,1,CLE,Andrew Wiggins,Kansas,8.0,598.0,20935.0,11519.0,Big 12,1,18.0,54.0,1.5,34.0,KANSAS,189.0,43.0,.341,126.0,.448,422.0,176.0,.775,227.0,35.0,1148.0,32.8,Andrew Wiggins,76.0,94.0,597.0,17.1,2013-14,41.0,80.0,205.0,5.9
2014,2,MIL,Jabari Parker,Duke,8.0,310.0,8535.0,4380.0,ACC,1,18.0,41.0,1.2,43.0,DUKE,236.0,38.0,.358,106.0,.473,499.0,160.0,.748,214.0,35.0,1074.0,30.7,Jabari Parker,105.0,83.0,670.0,19.1,2013-14,37.0,81.0,306.0,8.7
2014,3,PHI,Joel Embiid,Kansas,6.0,328.0,10240.0,8535.0,Big 12,1,19.0,38.0,1.4,72.0,KANSAS,107.0,1.0,.200,5.0,.626,171.0,98.0,.685,143.0,28.0,647.0,23.1,Joel Embiid,65.0,94.0,313.0,11.2,2013-14,25.0,66.0,227.0,8.1
2014,4,ORL,Aaron Gordon,Arizona,8.0,528.0,15277.0,6887.0,PAC-12,1,18.0,75.0,2.0,39.0,ARIZONA,189.0,16.0,.356,45.0,.495,382.0,76.0,.422,180.0,38.0,1187.0,31.2,Aaron Gordon,102.0,90.0,470.0,12.4,2013-14,34.0,55.0,303.0,8.0
2014,6,BOS,Marcus Smart,Oklahoma State,8.0,520.0,15484.0,5438.0,Big 12,1,18.0,139.0,4.2,22.0,OKSTATE,151.0,38.0,.290,131.0,.404,374.0,167.0,.777,215.0,33.0,1106.0,33.5,Marcus Smart,50.0,92.0,507.0,15.4,2012-13,99.0,111.0,192.0,5.8
2014,6,BOS,Marcus Smart,Oklahoma State,8.0,520.0,15484.0,5438.0,Big 12,1,19.0,148.0,4.8,18.0,OKSTATE,163.0,49.0,.299,164.0,.422,386.0,182.0,.728,250.0,31.0,1014.0,32.7,Marcus Smart,44.0,91.0,557.0,18.0,2013-14,89.0,82.0,183.0,5.9
2014,7,LAL,Julius Randle,Kentucky,8.0,518.0,16145.0,9191.0,SEC,1,19.0,57.0,1.4,31.0,KENTUCKY,196.0,3.0,.167,18.0,.501,391.0,204.0,.706,289.0,40.0,1233.0,30.8,Julius Randle,139.0,91.0,599.0,15.0,2013-14,20.0,101.0,416.0,10.4
2014,8,SAC,Nik Stauskas,Michigan,6.0,343.0,6701.0,2290.0,Big Ten,1,19.0,52.0,1.3,9.0,MICHIGAN,138.0,80.0,.440,182.0,.463,298.0,74.0,.851,87.0,39.0,1190.0,30.5,Nik Stauskas,20.0,26.0,430.0,11.0,2012-13,22.0,44.0,116.0,3.0
2014,8,SAC,Nik Stauskas,Michigan,6.0,343.0,6701.0,2290.0,Big Ten,1,20.0,118.0,3.3,11.0,MICHIGAN,185.0,92.0,.442,208.0,.470,394.0,168.0,.824,204.0,36.0,1281.0,35.6,Nik Stauskas,15.0,47.0,630.0,17.5,2013-14,20.0,67.0,105.0,2.9
2014,9,CHH,Noah Vonleh,Indiana,7.0,339.0,5683.0,1660.0,Big Ten,1,18.0,18.0,0.6,41.0,INDIANA,113.0,16.0,.485,33.0,.523,216.0,96.0,.716,134.0,30.0,794.0,26.5,Noah Vonleh,71.0,81.0,338.0,11.3,2013-14,26.0,64.0,269.0,9.0
2014,10,PHI,Elfrid Payton,Louisiana,8.0,500.0,13383.0,5036.0,,0,17.0,97.0,3.0,9.0,ULALA,77.0,0.0,.000,8.0,.448,172.0,75.0,.564,133.0,32.0,726.0,22.7,Elfrid Payton,21.0,67.0,229.0,7.2,2011-12,37.0,96.0,114.0,3.6
2014,10,PHI,Elfrid Payton,Louisiana,8.0,500.0,13383.0,5036.0,,0,18.0,181.0,5.5,21.0,ULALA,187.0,16.0,.320,50.0,.475,394.0,135.0,.643,210.0,33.0,1171.0,35.5,Elfrid Payton,46.0,76.0,525.0,15.9,2012-13,80.0,113.0,184.0,5.6
2014,10,PHI,Elfrid Payton,Louisiana,8.0,500.0,13383.0,5036.0,,0,19.0,208.0,5.9,21.0,ULALA,237.0,14.0,.259,54.0,.509,466.0,184.0,.609,302.0,35.0,1258.0,35.9,Elfrid Payton,81.0,83.0,672.0,19.2,2013-14,80.0,127.0,210.0,6.0
